web_page_component,role,function,web_route,frontend_file,api_service_used,backend_endpoint,http_method,request,response,permissions,current_mobile_equivalent,mobile_status,required_mobile_screen_action,web_actions,api_ui_mismatch,backend_source
AgizishaProductDetail,Public / shared,missing,/agizisha/product/:id,pages/public/AgizishaProductDetail.jsx,services/api.js,/public/agizisha/orders,POST,"payload: AgizishaOrderCreate, request: Request, db: Session=Depends(get_db), current_user: Optional[User]=Depends(get_optional_authenticated_user)",PublicAgizishaOrderResponse,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose missing in the mobile AgizishaProductDetail flow,"Try again | setIsZoomOpen(false)} className=""absolute right-4 top-4 z-10 flex h-11 w-11 items-center justify-center rounded-full bg-white/15 text-white hover:bg-white/25"" aria-label=""Close image viewer""> | setSubmitted(false)} className=""mt-3 text-sm font-bold underline underline-offset-4"">Place another order",,D:\Projects\sahajomy-platform\backend\app\api\v1\agizisha.py:620
CargoOperatorRegister,Public / shared,CargoOperatorRegister,/cargo-operator/register,pages/public/CargoOperatorRegister.jsx,services/api.js,/public/cargo-operators/options,GET,,inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose CargoOperatorRegister in the mobile CargoOperatorRegister flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_operator_registrations.py:246
CargoOperatorRegister,Public / shared,submit,/cargo-operator/register,pages/public/CargoOperatorRegister.jsx,services/api.js,/public/cargo-operators/register,POST,"body: CargoOperatorRegistrationRequest, db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose submit in the mobile CargoOperatorRegister flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_operator_registrations.py:262
Containers,Public / shared,res,/public/containers,pages/public/Containers.jsx,services/api.js,/public/containers,GET,db: Session=Depends(get_db),inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose res in the mobile Containers flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\public.py:815
FclQuoteRequest,Public / shared,activeStepRef,/fcl-quote-request,pages/public/FclQuoteRequest.jsx,services/api.js,/public/fcl-quote-request/cargo-admins,GET,db: Session=Depends(get_db),inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose activeStepRef in the mobile FclQuoteRequest flow,Continue,,D:\Projects\sahajomy-platform\backend\app\api\v1\fcl_quote_requests.py:174
FclQuoteRequest,Public / shared,handleSubmit,/fcl-quote-request,pages/public/FclQuoteRequest.jsx,services/api.js,/fcl-quote-request,POST,"payload: FclQuoteRequestCreate, db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose handleSubmit in the mobile FclQuoteRequest flow,Continue,,D:\Projects\sahajomy-platform\backend\app\api\v1\fcl_quote_requests.py:187
Landing,Public / shared,fetchPublicData,/,pages/public/Landing.jsx,services/api.js,/public/platform-stats,GET,db: Session=Depends(get_db),inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose fetchPublicData in the mobile Landing flow,Copy | Find sea space,,D:\Projects\sahajomy-platform\backend\app\api\v1\public.py:509
Landing,Public / shared,fetchPublicData,/,pages/public/Landing.jsx,services/api.js,/public/air-departure-schedules,GET,"limit: int=Query(5, ge=1, le=7), db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose fetchPublicData in the mobile Landing flow,Copy | Find sea space,,D:\Projects\sahajomy-platform\backend\app\api\v1\public.py:696
Landing,Public / shared,fetchAgents,/,pages/public/Landing.jsx,services/api.js,/public/sourcing-agents/search,GET,"q: Optional[str]=Query(default=None), niche: Optional[str]=Query(default=None), location: Optional[str]=Query(default=None), page: int=Query(default=1, ge=1), size: int=Query(default=10, ge=1, le=20), db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose fetchAgents in the mobile Landing flow,Copy | Find sea space,,D:\Projects\sahajomy-platform\backend\app\api\v1\sourcing_agent\registration_routes.py:636
Landing,Public / shared,normalizedTracking,/,pages/public/Landing.jsx,services/api.js,/public/tracking/{id},GET,"tracking_number: str=Query(..., min_length=2, max_length=120), db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose normalizedTracking in the mobile Landing flow,Copy | Find sea space,,D:\Projects\sahajomy-platform\backend\app\api\v1\sourcing_agent\registration_routes.py:711
Login,Public / shared,Present page content / navigation,/login,pages/public/Login.jsx,none,none,none,none,none,public or route guard,none,missing,Mobile page and all navigation actions,,,
ReceiptVerify,Public / shared,ReceiptVerify,/verify-receipt,pages/public/ReceiptVerify.jsx,services/api.js,/public/receipt/verify/{id},GET,"token: str, request: Request, db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose ReceiptVerify in the mobile ReceiptVerify flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\public.py:454
SharedBatch,Public / shared,GET /public/batch/{id},/shared/:token,pages/public/SharedBatch.jsx,services/api.js,/public/batch/{id},GET,"token: str, db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose get in the mobile SharedBatch flow,"Place Order | setPreviewImage(null)}
              aria-label=""Close image preview""
            >",,D:\Projects\sahajomy-platform\backend\app\api\v1\public.py:218
SharedBatch,Public / shared,selectedCurrency,/shared/:token,pages/public/SharedBatch.jsx,services/api.js,/public/batch/{id}/estimate,POST,"token: str, body: PublicShippingEstimateRequest, db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose selectedCurrency in the mobile SharedBatch flow,"Place Order | setPreviewImage(null)}
              aria-label=""Close image preview""
            >",,D:\Projects\sahajomy-platform\backend\app\api\v1\public.py:266
SharedBatch,Public / shared,response,/shared/:token,pages/public/SharedBatch.jsx,services/api.js,/public/batch/{id}/order,POST,"token: str, body: PublicBatchOrderRequest, db: Session=Depends(get_db)",PublicSharedOrderResponse,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose response in the mobile SharedBatch flow,"Place Order | setPreviewImage(null)}
              aria-label=""Close image preview""
            >",,D:\Projects\sahajomy-platform\backend\app\api\v1\public.py:278
SourcingAgentRegister,Public / shared,response,component/subflow,pages/public/SourcingAgentRegister.jsx,services/api.js,/public/sourcing-agents/register,POST,"full_name: str=Form(...), phone: str=Form(...), email: str=Form(...), whatsapp: Optional[str]=Form(None), instagram: Optional[str]=Form(None), tiktok: Optional[str]=Form(None), niche: str=Form(...), location: str=Form(...), bio: Optional[str]=Form(None), years_experience: Optional[str]=Form(None), profile_photo: Optional[UploadFile]=File(None), db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile SourcingAgentRegister flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\sourcing_agent\registration_routes.py:368
StaffInvitation,Public / shared,Present page content / navigation,/staff-invitation,pages/public/StaffInvitation.jsx,none,none,none,none,none,public or route guard,none,missing,Mobile page and all navigation actions,,,
StaticInfo,Public / shared,Present page content / navigation,/about | /how-it-works | /pricing | /faq | /warehouses | /warehouses/:warehouseSlug | /support | /support/tickets | /feedback | /cookies | /accessibility | /legal | /sitemap | /air-cargo | /sea-freight-africa | /air-cargo-africa | /china-sourcing-africa,pages/public/StaticInfo.jsx,none,none,none,none,none,public or route guard,none,missing,Mobile page and all navigation actions,,,
ContainerShippingLabel,Shared authenticated,Present page content / navigation,/label/sea/:seaBookingId,pages/shared/ContainerShippingLabel.jsx,none,none,none,none,none,public or route guard,none,missing,Mobile page and all navigation actions,"Save Changes | window.print()}
            >
              Print",,
ExpressAirCargoLabel,Shared authenticated,Present page content / navigation,/label/air/:bookingId,pages/shared/ExpressAirCargoLabel.jsx,none,none,none,none,none,public or route guard,none,missing,Mobile page and all navigation actions,"Save Changes | Try Again | window.print()}
            >
              Print",,
ProductDetail,Shared authenticated,res,/product/:productId,pages/shared/ProductDetail.jsx,services/api.js,/public/products/{id},GET,"product_id: str, db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose res in the mobile ProductDetail flow,"navigate(-1)}
            className=""mb-3 rounded-lg bg-secondary px-3 py-1.5 text-sm text-ink hover:bg-canvas""
          >
            Back",,D:\Projects\sahajomy-platform\backend\app\api\v1\public.py:482
SourcingAgentRegister,Shared authenticated,response,/sourcing-agent/register,pages/shared/SourcingAgentRegister.jsx,services/api.js,/public/sourcing-agents/register,POST,"full_name: str=Form(...), phone: str=Form(...), email: str=Form(...), whatsapp: Optional[str]=Form(None), instagram: Optional[str]=Form(None), tiktok: Optional[str]=Form(None), niche: str=Form(...), location: str=Form(...), bio: Optional[str]=Form(None), years_experience: Optional[str]=Form(None), profile_photo: Optional[UploadFile]=File(None), db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile SourcingAgentRegister flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\sourcing_agent\registration_routes.py:368
WorkspacePage,Shared authenticated,Present page content / navigation,/account/workspaces,pages/shared/WorkspacePage.jsx,none,none,none,none,none,public or route guard,none,missing,Mobile page and all navigation actions,,,
AgentDashboard,Sourcing Agent,res,/agent/dashboard,pages/sourcing_agent/AgentDashboard.jsx,services/api.js,/sourcing_agent/batches,GET,"status: Optional[str]=None, skip: int=0, limit: int=20, db: Session=Depends(get_db), agent: User=Depends(get_sourcing_agent)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose res in the mobile AgentDashboard flow,Try Again,,D:\Projects\sahajomy-platform\backend\app\api\v1\sourcing_agent\routes.py:1038
AgentDashboard,Sourcing Agent,financialRes,/agent/dashboard,pages/sourcing_agent/AgentDashboard.jsx,services/api.js,/sourcing_agent/batches/{id}/financials,GET,"batch_id: str, db: Session=Depends(get_db), agent: User=Depends(get_sourcing_agent)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose financialRes in the mobile AgentDashboard flow,Try Again,,D:\Projects\sahajomy-platform\backend\app\api\v1\sourcing_agent\routes.py:2436
